name,adjoe,adjde,barthag,record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,112.35602680944,86.602008788579,0.95230327132925,8–2,8,10,48.7,45.4,34.8,33.3,15.6,19.3,32.7,25.6,70.6,47.6,45.1,33.5,30.4,14,9.2,62.4,49.8,42.4,46.1,70.7,,,,2024,,,,2.5,75.5,71.1
"Texas St.",103.17397181818,104.22534505051,0.47088414495093,6–4,6,10,49.1,50.5,46.3,38.7,18.6,21.3,31,31.7,68.1,48.8,48.9,33.3,35.8,7.5,7.9,41.5,44.9,23.1,34.7,67,,,,2024,,,,-2.6,72.6,73.6
"Jackson St.",101.78462761525,115.42202634752,0.19062327743838,7–3,7,10,48.9,52.2,35.4,26,16.5,18.2,39.1,29.9,66.6,47.6,52.2,34.7,34.8,6.7,8.6,39.8,51.3,29.5,40.3,65.9,,,,2024,,,,-2.6,70.6,72.7
Mississippi,109.61646515464,105.76647256586,0.60136867904884,2–8,2,10,48.7,53.9,40.9,39.3,17.5,15.9,30.5,37.7,67.9,48.8,53.4,32.3,36.5,13.5,9,56.5,56.4,38.5,36.3,68.2,,,,2024,,,,-3.2,68.7,71.2
Wyoming,110.22706487528,106.67519619048,0.59306937254344,3–7,3,10,51.2,53.4,34.7,32.6,14.6,15.9,25.5,26.7,66.6,50.4,52,35,37,5.7,9.6,46,51.3,39.3,41.7,67.6,,,,2024,,,,-3.8,71.6,75.3
Minnesota,116.91753,107.82881,0.7172021243307,4–6,4,10,53.3,56.5,35.2,28.4,17.7,14.8,29,27.9,67.1,52.6,55.6,36.3,38.7,10.2,8.9,56.8,63.3,36.5,34.3,66.7,,,,2024,,,,-1,70.6,77
Illinois,133.0012,105.26803,0.93638970684476,9–1,9,10,57.3,51.9,40.2,26.2,13.2,11.3,36.2,29.1,68.8,57.5,49.2,37.9,38.7,7.3,5.9,46.4,50.2,35.4,30.6,69,,,,2024,,,,3.8,75.7,75.9
UTEP,102.19799080808,99.494955454545,0.57646008819863,5–5,5,10,49.7,52.6,33.2,45.7,19.8,24.9,29.6,30.5,68.9,49.4,52.8,33.5,34.9,6.8,10.5,49.4,49.8,31,37.4,68.3,,,,2024,,,,-3.1,69.3,70.2
"Loyola Chicago",104.05391933999,93.533378645245,0.77308172733995,7–3,7,10,48.7,45.5,32.8,38.9,18.3,18.9,33.7,24.5,67.8,47.6,45.9,33.6,29.9,15,16.5,64.9,48.9,40.3,35.8,69,,,,2024,,,,-0.2,65.8,79.4
Texas,115.3909,94.78374,0.90571201492348,5–5,5,10,49.4,48,32,40.5,15.5,18.5,26.4,30.6,68.8,52,48.5,29.8,31.4,8.4,7.2,47.9,47.9,35.2,34.5,69.5,,,,2024,,,,0.5,77.4,76.3
"Maryland Eastern Shore",90.940091844341,109.36905426144,0.10697104886457,3–7,3,10,46.1,48.8,40.9,37.4,20.9,19.9,29.9,33.9,67.4,49.9,49.7,26.2,31.2,8.6,9.9,43.2,42.2,35.3,33.7,67.3,,,,2024,,,,-6.4,68.2,71.4
"Western Illinois",94.897011356021,103.74277107616,0.26407285810087,6–4,6,10,44.3,45.6,36,20.5,18.8,14.7,36.5,30.2,66.9,45.9,45,27.4,31.3,11.1,8.9,53,42.2,33.4,29.2,66.5,,,,2024,,,,-3.4,61.3,76.6
"Fairleigh Dickinson",92.195606618731,109.80962961892,0.11809331857129,5–5,5,10,46,50.4,34.9,31.3,17.3,19,27.2,27.8,72.6,45.2,50.3,31.6,33.8,7.7,10.1,60.1,53,37.8,35.3,73.5,,,,2024,,,,-4.4,67.1,67.2
Cornell,111.27316042553,106.96794914894,0.61153677634698,5–5,5,10,55.2,50.4,25.1,34.4,15.4,16.4,25.7,33.1,70,58,47.8,35,36.3,10.3,9.3,63.8,59.1,50.7,39.3,71.7,,,,2024,,,,-2.4,72.5,66.7
"Fort Wayne",106.10984489796,102.57320979592,0.59624117594362,7–3,7,10,54.2,52.1,21.9,30.3,14,18.7,24.1,24,69.7,54.5,52,35.9,34.8,7,8.7,49.5,52.9,41,40.1,69.9,,,,2024,,,,-1.4,70.1,71.3
"West Virginia",114.1868839539,111.56051369681,0.56650278483023,1–9,1,10,53.6,57.1,38.2,31.3,20.4,13.8,26.9,31.3,69.7,50.4,57,39.2,38.1,10.3,12,54.2,62.3,37.3,47.1,69.5,,,,2024,,,,-3.6,67.5,74.4
"Cleveland St.",102.69704,105.90906,0.41237125209658,6–4,6,10,49.3,49,29.9,34.1,13.2,17.6,29.2,29.7,68.2,53.6,56.8,25.3,25.1,7.7,5,48.9,48.8,27.8,40.6,68.1,,,,2024,,,,-2.7,67.2,76.3
Queens,107.64271649019,113.08152101983,0.36196367777231,5–5,5,10,52,55,35.6,26.9,13.2,14.8,28.2,27.6,70.4,51.5,57.4,35.3,34.2,5.9,11.4,41.5,36.7,38.4,39.4,71.4,,,,2024,,,,-4,73.4,71.1
"Southern Illinois",109.77939640632,107.26070857225,0.56633669980312,5–5,5,10,49.8,54,33.9,43,15.3,16.5,25.1,22.8,66.2,54.8,55.4,29.4,34,8.9,11.3,57,44.6,46.5,30.5,66.2,,,,2024,,,,-2.2,77.6,77.7
"San Diego St.",112.7826,93.36962,0.8977347339037,6–4,6,10,47.1,45.8,31.4,33.5,14.7,15.7,37,27.8,63.8,48.9,43.8,29.4,32.6,14.1,11.2,54.2,48,38.5,39.4,64.3,,,,2024,,,,-0.1,74.5,69.7
"Nebraska Omaha",100.49414114007,112.21888938765,0.21942044976497,4–6,4,10,48.4,56.4,36.3,32.1,12.9,15.8,23.7,23.5,68.3,51.3,55.1,28.4,38.8,4.9,4.6,36.3,44.5,33.1,43,69.3,,,,2024,,,,-4.8,71.8,71
"Texas A&M Commerce",95.830833546099,115.76617301418,0.10216830884108,5–5,5,10,47.1,52.1,36.3,33.2,14,17.6,23.8,33,67.8,46.9,51.5,31.6,35.7,8.8,12.6,47.4,51.9,41.5,27.6,67.2,,,,2024,,,,-4.4,70.1,70.3
DePaul,105.72648507949,115.03590418437,0.27478645440356,0–10,0,10,48.7,60.3,32.1,23.6,20.3,13.2,23.3,34,68.1,48.1,59.1,33.2,41.2,6.1,13.7,51.3,64.2,36.4,45.8,68,,,,2024,,,,-4.6,75.7,73.2
"UT Rio Grande Valley",92.73971231073,113.32249694433,0.090703875828321,0–10,0,10,42.9,57,33.2,26.4,16.8,17.3,20.1,29.3,71.3,43.3,58.9,28,35.6,3.8,9.5,52.9,65.3,28.6,35.2,70.3,,,,2024,,,,-8.1,75.3,67.3
"Chicago St.",101.99404522789,111.785843837,0.25841733956408,3–7,3,10,48,55.5,35,36.2,19.5,19.3,32.8,36.5,65.8,46.9,54.3,33.5,38.5,9,8.4,40.6,47.4,33,34.4,65.4,,,,2024,,,,-4.5,72,65.5
"South Dakota",109.20484954016,120.84549464078,0.2377953663658,3–7,3,10,55.6,54.6,29,29.1,15.5,9.6,21.2,27.5,68,52.2,54.9,41.3,36.2,3,7,41.5,42,35.1,41.1,68.6,,,,2024,,,,-5.8,83.1,76.9
"Montana St.",106.65993,108.02578,0.46348262121667,6–4,6,10,57.7,51.3,28,31.4,15.8,18.2,20.9,31,68.5,56.4,51.1,39.5,34.5,8.2,6.9,48.4,39.8,44.5,36.8,70.1,,,,2024,,,,-2.9,70.8,73.4
"Oklahoma St.",114.19808725768,105.22546170213,0.71930894261636,2–8,2,10,50,53.5,39.4,29.3,17.9,15.8,26.4,35.5,67.5,53.9,54.3,29.2,34.7,7.6,11.3,45.3,47.2,38.7,37,67.6,,,,2024,,,,-2.5,73.6,74.7
Wagner,96.137815261977,101.99368335483,0.33626717767539,5–5,5,10,45.3,46.9,26.6,31.7,15.4,15.6,28.9,27.1,63.6,45,48.3,30.7,29.9,8.6,9.2,51.5,56.7,35,40.8,62.5,,,,2024,,,,-3.7,69.5,70.7
"Bethune Cookman",94.3713,105.91009,0.20972803280372,5–5,5,10,45.4,48.5,36.4,49.8,16.8,21.6,26.6,31.3,67.3,43.5,49,33.5,31.5,9.2,8.4,40.2,54.2,28.1,31.6,67.5,,,,2024,,,,-4.1,78.5,66.9
Wofford,102.76154183321,107.68955509845,0.36849555086091,5–5,5,10,52.9,48.8,27.5,34.3,18.1,15.6,31.7,27.9,64.4,53.2,46.8,35.1,34,8.1,8.1,61.2,51.1,47.3,47.6,64,,,,2024,,,,-3.4,62.3,75.1
"Cal Poly",96.785971580445,115.56844620863,0.11510234017912,0–10,0,10,48.2,54,33.2,38.2,18,16.8,21.7,33,67.3,44.4,51.8,36.2,39.4,7.9,7.9,45.7,49.8,39.3,30.4,67.1,,,,2024,,,,-8.3,70.6,77.6
Towson,100.89452863636,98.357492537879,0.57269866552405,6–4,6,10,50.2,45.8,30.5,32,21,16.2,40.4,26.9,63.4,51.4,43.3,31.9,32.9,12.8,7.4,47.8,46.7,34.3,40.9,63.4,,,,2024,,,,-2.7,68.2,66.7
"Delaware St.",99.63255,107.27307,0.29949153571644,4–6,4,10,49,49,44.7,36.2,20.4,22.9,34.8,37.7,68.5,47.2,47.9,35.8,33.8,5.1,8.3,48.3,57.8,27.2,40.1,68.4,,,,2024,,,,-5.2,72,77.8
"Prairie View A&M",93.090311840983,114.69070793739,0.083196166401787,2–8,2,10,47.4,54.4,36.7,39.3,17.6,22,26.6,33.8,70,48.7,53,29.2,38.1,10.4,8,58.1,53.2,27.2,33.1,69.4,,,,2024,,,,-7.5,71.6,72.1
"Alcorn St.",105.12818064716,114.28154207447,0.27686337505502,9–1,9,10,52.1,50.6,41.9,35.2,15.9,18,37.3,24.7,67,51.7,50.9,35.3,33.3,7.4,7.9,53.4,52.5,29.2,39.9,65.6,,,,2024,,,,-0.7,73.6,72.8
Liberty,106.01856339394,107.95704913022,0.44809482578908,5–5,5,10,56.5,51.5,29.8,27,19.1,17.4,21.3,24,66.5,55.1,53.1,39,32.2,8.5,12.8,54.5,41.6,43.8,32.4,65.7,,,,2024,,,,-3.5,65,70.7
"UNC Wilmington",113.33261103506,113.41660845327,0.49786997169778,6–4,6,10,54.9,52.1,29,29.4,13.2,18.7,31.3,32.6,62.6,57.9,51.5,33.9,35.4,5.6,5,44.4,37.9,41.8,34.8,64.3,,,,2024,,,,-3.1,75,72.2
"Le Moyne",96.244338127342,103.26609355273,0.30792931410257,6–4,6,10,50.4,43.5,27.7,26.9,16.9,17,20.4,27.1,67.3,51.1,43.3,33.2,29.2,9,8.9,63.6,54.5,50,42.1,67,,,,2024,,,,-3.5,74.8,71.9
Presbyterian,103.64854333874,105.31191379534,0.45435522462395,4–6,4,10,49.7,53.1,35.6,41.8,16,19.5,28.4,29.3,67.8,51.6,51.3,30.3,37.9,10.6,8.8,43.1,47.6,32.1,32.6,68.1,,,,2024,,,,-4.6,68.8,66.8
Michigan,103.9206047152,105.66118393035,0.45238976545699,1–9,1,10,45.9,55.2,34.1,32.3,20,13.4,28.3,28.9,68,43.9,55.4,33.2,36.5,7.3,7.5,46.2,47.8,34.8,33.3,68.3,,,,2024,,,,-3.3,68.8,73.3
Bellarmine,102.89296757426,113.0464393275,0.253078922247,4–6,4,10,52.1,53.6,22.6,35.3,11.9,13.2,20.3,25.7,67.1,51.8,53.3,35.2,36,5.4,6.6,48.9,50.6,35.8,45.7,66.5,,,,2024,,,,-5.1,78.3,74.8
"East Carolina",109.54529226306,108.91838755212,0.51649429324049,4–6,4,10,50.6,54.5,33,34.8,16.8,16.8,31,28.2,65.6,48.9,52.3,35.7,38.2,9.8,7.8,62.2,58.7,36.8,44.6,65.3,,,,2024,,,,-3.5,67.6,78.6
Northwestern,115.29259959596,98.779154545455,0.85541837129351,5–5,5,10,49.6,50.6,30.2,35,12.8,15.5,25.7,26,63.2,45.7,52.7,37.7,31.2,7.7,13.2,57.7,62.3,35.4,35,63.6,,,,2024,,,,-0.2,81.2,67.2
"College of Charleston",116.68590368001,102.25484480888,0.82027356317153,9–1,9,10,54.1,51.9,24.8,29.3,14.2,17.7,34,24.5,68,50,50.6,39.5,36,10.2,8.1,59.1,44.5,44.5,39.7,69.2,,,,2024,,,,1,71.7,72.3
"Eastern Illinois",95.788607219969,108.74102184287,0.18869814491227,4–6,4,10,45,48.7,29.8,36.7,13.9,19,27.6,30.3,68.3,44.1,46.8,31.4,35.2,9.9,10.3,44.7,51.4,28.3,31.7,68.7,,,,2024,,,,-5.2,73.5,70.5
Buffalo,97.084934321854,111.64479052911,0.16701037093746,2–8,2,10,51,51.4,28.2,32.9,19.3,14.8,24.1,30,70.7,53.2,49.9,31.4,36.2,10.5,6.5,57.2,48.9,36.1,36,70.7,,,,2024,,,,-7,72,72.7
"Northern Kentucky",103.26911656403,104.70217623988,0.46046080083453,7–3,7,10,52.8,51,30.1,28.3,15.5,19,28,32.4,70.2,53.8,54.2,34.1,30.9,5.2,9.4,51.4,53.8,36.1,41.2,69.5,,,,2024,,,,-1.8,76.9,69.9
Valparaiso,99.680313437899,113.16580605984,0.18859165372447,1–9,1,10,46.3,61.8,16.4,30.6,14.9,18,24.6,26.4,69.6,45.4,65.2,31.7,37.3,6.7,4.6,46.3,53.9,38.4,36.2,69,,,,2024,,,,-6.3,68.6,70.3
Elon,98.449091813012,110.8515908108,0.20350891437784,4–6,4,10,49.6,52.9,33.3,22.7,18.2,17,26.5,32.3,65.9,49.5,53.7,33.2,34.7,4.9,9.8,53.5,66,47.3,45.1,67,,,,2024,,,,-4.5,66.7,69.6
"Appalachian St.",109.27820609862,101.69904544975,0.69563749113738,8–2,8,10,54.7,45.3,30.9,19.6,15.2,12.5,29,28.7,68.5,53.3,44,39.2,32.1,12.5,6.3,44.7,34.7,27.2,32,66.9,,,,2024,,,,-0.4,74.1,72.4
"North Alabama",105.85514673963,113.56113175886,0.30829524438571,5–5,5,10,50.6,51.1,32.5,40.2,11.6,12.8,24.5,29.3,66.4,48.8,49.5,36.1,36.5,8.3,8.8,37.2,37,33.5,31.9,67.2,,,,2024,,,,-4,80.9,76.3
Oklahoma,113.26831507299,102.28116441032,0.76375728108088,4–6,4,10,51.9,51.2,41.1,29.7,17.8,13.3,24.9,27.9,66,51,51.4,35.4,33.8,8.2,7.6,49.8,48.5,42.5,32.7,66.2,,,,2024,,,,-0.5,74.1,75.1
"St. John's",125.35187461668,101.62038436536,0.91786056481627,6–4,6,10,53.6,54.2,24.6,32.6,14.1,17.8,37.3,26.9,69.7,53,49.3,36.5,41.5,16.4,7.8,51.6,59.1,32.1,38.1,70.3,,,,2024,,,,0.3,78.4,76.9
"Long Beach St.",104.54932650238,109.07763550297,0.38045667751311,4–6,4,10,44.9,51.2,36.7,32.8,14.8,15.6,32.5,25.9,71.1,46.6,49.6,27,35.8,11.5,6.6,56.4,57.8,27.7,38.6,71.2,,,,2024,,,,-3.7,74,79
Samford,112.51109211297,104.64831961998,0.69701715784793,7–3,7,10,54.7,51.5,45.1,40,17,19.7,27.1,32.7,72.2,54.9,53.5,36.4,32.3,9.6,12.3,56.4,54,44.4,40,72.8,,,,2024,,,,-1.3,73.5,65.5
"Eastern Washington",114.75274984917,119.6318177742,0.38252399446304,7–3,7,10,59.2,56.4,44.3,31.5,17.6,16.1,27.9,26.5,71.2,63.5,50.3,35.3,43.1,9.5,6,63.6,55.4,40.1,42.3,72.4,,,,2024,,,,-2.2,81.4,77.4
"Kansas St.",112.69741,98.67642,0.8216981061869,4–6,4,10,51.2,48.3,45.9,38.3,20.4,12.8,28.2,29.7,69.7,51.5,49,33.8,31.3,7.6,13.6,55.2,55.3,38.9,33.9,68.8,,,,2024,,,,-0.3,70.6,72.8
Pepperdine,110.87717451728,108.70333569625,0.55668194113127,4–6,4,10,53.9,54.3,35,28.6,15.6,14.7,26.7,25.5,67.9,51.6,51.8,39,39.7,6.3,6.9,48.7,49.1,33.2,33,68.9,,,,2024,,,,-3.4,74.1,68.5
"UC San Diego",111.05437591129,111.96864348265,0.47644558488738,6–4,6,10,51.4,51.6,34.7,32.6,14.7,14.7,29.6,26.3,66.3,52.3,54.3,33.3,31.3,6.3,10.4,44.4,44.7,38.1,37.1,66.8,,,,2024,,,,-2.9,73.7,74.5
"Grambling St.",103.64130270731,105.33632238785,0.45349546674888,8–2,8,10,50.7,46.9,44.8,29.6,18.6,17.9,26.6,32.2,65.2,47.1,45.6,40.1,32.9,11.6,8.9,47.7,53.8,27.1,36.8,64.3,,,,2024,,,,-0.6,71.5,70.1
"Texas Southern",103.23387,108.36498,0.36404698685764,7–3,7,10,53,47.5,27.4,38.3,17.6,18.3,30.1,30.2,68.7,52.6,48.5,35.7,30.6,8.7,7.5,47,53.2,41.1,36.7,68.2,,,,2024,,,,-2.4,80.7,74
Colorado,119.5424,97.19503,0.91528499370337,8–2,8,10,55.2,49.5,29.9,22.5,16.8,13.2,31.1,27.1,66.5,54,53.8,38.5,28.1,4.4,10.6,59.9,46.3,32,36.8,66.1,,,,2024,,,,2.5,76.5,70.8
VMI,86.776780740669,112.48552067879,0.04815018007794,0–10,0,10,43.6,57.2,27.1,31.1,19.9,16.3,20.6,30.8,74.7,46.1,56.7,25.7,38.8,7.2,7.6,39.3,51.9,33.8,37.3,75.2,,,,2024,,,,-8.3,71,66
Auburn,124.70699,95.06733,0.95774616153032,7–3,7,10,56.5,44.9,38.6,50.1,16.1,15.9,29.8,31.6,70.9,55.3,43.9,39.2,31.7,15.9,8.7,59.2,39,35.9,28.2,70.5,,,,2024,,,,1.7,72.4,72
"New Orleans",96.096784875887,114.76140593972,0.1149402323786,2–8,2,10,44.3,52.7,42.5,35.2,17.2,20.7,29.2,36.7,71.5,47.7,50.4,24.9,38.9,9.3,7.6,46.4,55.2,32.4,29.5,72.1,,,,2024,,,,-7.1,72.6,78.5
"Idaho St.",102.92006991618,110.0756567204,0.31583582214343,4–6,4,10,52,56.6,37.5,29.5,15.4,19.2,29.6,24.7,65.4,52.6,56.2,33.7,38.2,8.6,5.3,40,44.3,31.9,33,65.2,,,,2024,,,,-4.9,68.9,75.5
Columbia,106.7439175746,108.53173713702,0.45239101686701,3–7,3,10,53.1,54.4,29.7,28.5,18.4,17.2,29.9,27.2,68.1,52.3,54.4,36.3,36.2,7.7,10.9,62.1,59.7,38.9,39.6,69,,,,2024,,,,-5.4,65.3,70.9
"Western Carolina",108.48280646544,101.92359012682,0.67199789960353,6–4,6,10,52.3,47.5,29.3,32.6,15,14.2,29.1,24,66.8,49.4,47.8,38.7,31.3,5.2,7.3,38.9,40.3,33.9,37.2,66.3,,,,2024,,,,-2.3,74.4,72.6
"Eastern Kentucky",111.24648178312,114.9160649409,0.40776378945771,6–4,6,10,54.7,47.9,33.4,30.7,15.7,12,35.7,34.4,68.1,51.7,45.3,40.7,36.6,14,5.3,46.2,44,31.4,27,68.6,,,,2024,,,,-3.2,69.7,81.5
Penn,109.3341611339,114.97787237,0.35920778133388,2–8,2,10,52.4,55.8,22.8,32.8,12.8,12.1,22.5,25.4,65.8,53.8,56.7,33.7,36.6,4.9,5.4,49.4,59,43.8,46.8,66.7,,,,2024,,,,-6,73.1,71.8
"South Carolina St.",98.886061616065,104.86521946928,0.33734742938185,7–3,7,10,48.3,47.5,39.7,47.6,25,24.4,41.4,29.5,66.8,44.4,47.4,35.9,31.8,12.3,8.6,58.3,56,40.4,34.7,66.9,,,,2024,,,,-2.5,75.9,73
Idaho,95.343447420777,110.1649944465,0.15953711450067,3–7,3,10,50.8,51.4,26,38.6,19.6,16.5,22.6,28.8,64.2,51,53.4,33.6,31.9,6.6,10.9,51.3,52.1,40.3,36.3,64.7,,,,2024,,,,-6,78.7,74.9
"Stony Brook",109.39938919192,105.41956616162,0.60495540379466,7–3,7,10,53.4,45.9,31.4,31.7,13.8,12.5,24.2,29.8,67.3,50.5,44.4,39.3,32,9,6.4,45.5,51.8,33.9,40.7,68,,,,2024,,,,-1.5,80.1,68.3
Evansville,102.27702773196,106.87751319588,0.37613613222784,2–8,2,10,48.7,54.1,22.4,34.9,16,16.7,20.8,26.4,67.5,48.8,52.6,32.4,37.4,7.4,6.8,45.5,62.7,36.5,44.2,67.5,,,,2024,,,,-5.4,75.2,76.8
"Saint Peter's",98.176664218408,100.48549749017,0.43356615379829,7–3,7,10,45.7,43.9,41.8,38.6,18.3,17.9,32.3,33.9,65.2,41.8,42.8,37.1,30.8,13.6,9.9,44.7,51.6,28.2,31,64.4,,,,2024,,,,-1.3,69.6,71
Virginia,96.912218247423,95.362127525773,0.54622438579512,4–6,4,10,43.1,49.1,23.3,22.6,11.8,14.8,23.2,27.1,60.2,41.8,51.8,30.5,30,15.4,11.2,59.3,53.5,33.2,39.4,60.4,,,,2024,,,,-1.3,58.8,79.4
UCF,109.50615,98.35608,0.77468254632274,4–6,4,10,47.9,50.6,38.2,42.5,17.5,18.5,31.8,28.4,69,46.9,48.6,33.3,35.6,13.3,8.7,39,55.7,32.2,42.8,69.1,,,,2024,,,,-1.3,70.6,69.7
Drexel,107.29822208465,105.60985700455,0.54547257020777,5–5,5,10,51,52.6,29,24.5,15.6,12,28.9,22.6,65.8,49.4,53.7,36.1,33.7,8.3,9.9,45.5,37.8,34.7,35,66.5,,,,2024,,,,-2.9,72.5,71.2
"Charleston Southern",88.995476143741,101.70578363594,0.17722913957288,4–6,4,10,43.6,47.3,25.6,31.2,18,13.6,28.9,26.3,68.3,43.2,49.8,29.6,28.2,7.7,8.8,40.8,47.3,37.3,32.6,68.8,,,,2024,,,,-4.6,66.7,70.1
"Northern Iowa",112.30867247952,102.27475488447,0.74578642437008,7–3,7,10,51,52,41.5,28.6,13.5,17,26.9,21.6,68.3,51.8,51.2,33,35.4,10.8,5.4,52.1,51,35.4,40.4,68.3,,,,2024,,,,-0.6,69.3,76.3
"South Carolina",115.89461326531,102.69722632653,0.80064106940195,5–5,5,10,48.6,52.8,33.7,36.7,14.6,13.7,30.6,29.4,65.7,48.4,51.4,32.5,37.3,8.4,15.6,58.6,51.1,35.6,31.1,64.5,,,,2024,,,,0.5,69.7,76.6
Lamar,98.684678690137,106.80482851669,0.28713399563268,6–4,6,10,48.6,47.8,33.3,36.4,17.9,18.4,34.8,30.5,66.7,51.7,48.9,28.6,30.4,9.5,6.1,62.6,50.2,36,33.6,66.1,,,,2024,,,,-2.9,70.1,67.6
Kentucky,123.81374420195,102.45670946777,0.89820040848796,7–3,7,10,58.4,51.2,34,36.1,17,14.7,27.9,30.2,74.3,56.7,49.9,40.7,35.6,16.5,7.3,55.7,48.6,38.8,37.5,73.3,,,,2024,,,,1.6,81.6,71.7
Lafayette,94.834454870309,112.10741318096,0.12739020076586,3–7,3,10,48.8,48.5,26,36.8,15.6,17.1,24,29.2,63.6,46.4,46.7,35,34.5,12.8,11,54,50,39.1,37.4,64.7,,,,2024,,,,-6.4,66.9,74.4
"North Carolina Central",110.34890325843,121.02753853933,0.25687674402808,5–5,5,10,54.2,50.9,42.2,35.8,17.5,17.4,35.3,35,68.1,52.4,50.8,38.2,34,6.5,8.6,49.3,44.7,37.5,34.6,67.5,,,,2024,,,,-4.5,68.9,73.3
Wisconsin,119.88839,99.65648,0.89336369801677,5–5,5,10,51.9,53,29.7,41.5,14.4,17.5,29.3,26.3,67.1,50.7,50.8,36,38.3,4.4,11.1,50.6,53,37.1,32.6,67.2,,,,2024,,,,0.2,75.3,74.9
Alabama,121.9627,105.00956,0.84827490508202,6–4,6,10,54.2,50.3,34.8,45.3,14.2,13.9,33.7,32.7,76.4,57.9,53.3,32.8,30.3,10.4,13.3,50.8,44.8,43.1,37.7,73.9,,,,2024,,,,0.9,73.2,78.1
"Tennessee Tech",94.758438350119,115.00329406095,0.097374485183931,3–7,3,10,50.1,50.7,28.9,22.9,17.2,16,20.9,27.7,65,48,50.4,36.1,34.2,7.7,7.9,53.2,55,34,34.8,64.7,,,,2024,,,,-6.3,71.2,83.5
NJIT,99.302783342748,114.7314687991,0.15964946341748,3–7,3,10,44.9,55,28,37.4,13.2,15.4,26.5,25.2,67.4,45.4,57.2,29.3,34.1,7.8,6.9,38.7,53.7,37.3,37.2,65.3,,,,2024,,,,-5.8,73.4,73.3
